i,X1,Y1,X2,Y2,X3,Y3,DC D1 con scaled (V),DC D2 con scaled,DC D3 con scaled,Norm D1X,Norm D1Y,Norm D2X,Norm D2Y,Norm D3X,Norm D3Y,Norm DC1 (V),Norm DC2 (V),Norm DC3 (V),Normalised phase (rad),Ernest new,Ernest new phase (rad),Proj Ernest new, 
669,-2.06E-05,1.96E-05,2.24E-06,-2.11E-06,1.84E-05,-1.75E-05,3.65E-01,1.00E+00,1.51E-01,-6.38E-06,6.07E-06,6.70E-07,-6.31E-07,5.41E-06,-5.16E-06,-4.72E-01,1.49E+00,-1.01E+00,1.89E+00,8.81E-06,-7.61E-01,-8.78E-06,
670,-2.05E-05,2.42E-05,2.59E-06,-3.15E-06,1.79E-05,-2.10E-05,3.72E-01,9.99E-01,1.46E-01,-6.34E-06,7.49E-06,7.75E-07,-9.41E-07,5.27E-06,-6.20E-06,-4.52E-01,1.48E+00,-1.03E+00,1.87E+00,9.78E-06,-8.69E-01,-9.77E-06,
671,-1.71E-05,2.16E-05,2.46E-06,-3.28E-06,1.46E-05,-1.83E-05,3.77E-01,9.98E-01,1.42E-01,-5.30E-06,6.68E-06,7.36E-07,-9.80E-07,4.31E-06,-5.39E-06,-4.38E-01,1.48E+00,-1.04E+00,1.86E+00,8.47E-06,-9.00E-01,-8.45E-06,
672,-2.13E-05,2.05E-05,3.41E-06,-3.48E-06,1.79E-05,-1.70E-05,3.79E-01,9.97E-01,1.41E-01,-6.59E-06,6.35E-06,1.02E-06,-1.04E-06,5.26E-06,-5.02E-06,-4.31E-01,1.48E+00,-1.05E+00,1.86E+00,9.08E-06,-7.67E-01,-9.06E-06,
673,-2.06E-05,2.47E-05,3.76E-06,-4.45E-06,1.68E-05,-2.02E-05,3.79E-01,9.97E-01,1.41E-01,-6.37E-06,7.64E-06,1.12E-06,-1.33E-06,4.95E-06,-5.96E-06,-4.32E-01,1.48E+00,-1.04E+00,1.86E+00,9.88E-06,-8.76E-01,-9.87E-06,
674,-1.75E-05,2.23E-05,3.56E-06,-4.43E-06,1.40E-05,-1.79E-05,3.76E-01,9.98E-01,1.43E-01,-5.44E-06,6.91E-06,1.06E-06,-1.32E-06,4.12E-06,-5.27E-06,-4.41E-01,1.48E+00,-1.04E+00,1.87E+00,8.74E-06,-9.04E-01,-8.73E-06,
675,-2.10E-05,2.06E-05,4.24E-06,-4.39E-06,1.67E-05,-1.62E-05,3.70E-01,9.99E-01,1.47E-01,-6.50E-06,6.38E-06,1.27E-06,-1.31E-06,4.93E-06,-4.78E-06,-4.57E-01,1.48E+00,-1.03E+00,1.88E+00,9.09E-06,-7.77E-01,-9.07E-06,
676,-2.09E-05,2.37E-05,4.43E-06,-5.04E-06,1.64E-05,-1.87E-05,3.63E-01,1.00E+00,1.53E-01,-6.47E-06,7.35E-06,1.32E-06,-1.51E-06,4.85E-06,-5.51E-06,-4.79E-01,1.49E+00,-1.01E+00,1.89E+00,9.81E-06,-8.49E-01,-9.81E-06,
677,-1.84E-05,2.37E-05,4.03E-06,-5.13E-06,1.44E-05,-1.86E-05,3.54E-01,1.00E+00,1.59E-01,-5.71E-06,7.35E-06,1.20E-06,-1.53E-06,4.24E-06,-5.49E-06,-5.04E-01,1.49E+00,-9.88E-01,1.91E+00,9.38E-06,-9.11E-01,-9.36E-06,
678,-2.10E-05,2.11E-05,4.45E-06,-4.63E-06,1.65E-05,-1.64E-05,3.45E-01,1.00E+00,1.67E-01,-6.50E-06,6.52E-06,1.33E-06,-1.38E-06,4.87E-06,-4.84E-06,-5.33E-01,1.50E+00,-9.65E-01,1.93E+00,9.35E-06,-7.88E-01,-9.33E-06,
679,-2.06E-05,2.49E-05,4.13E-06,-5.19E-06,1.65E-05,-1.97E-05,3.35E-01,1.01E+00,1.75E-01,-6.39E-06,7.72E-06,1.23E-06,-1.55E-06,4.86E-06,-5.82E-06,-5.62E-01,1.50E+00,-9.40E-01,1.95E+00,1.03E-05,-8.80E-01,-1.02E-05,
680,-1.84E-05,2.32E-05,3.64E-06,-4.52E-06,1.47E-05,-1.87E-05,3.26E-01,1.01E+00,1.82E-01,-5.68E-06,7.19E-06,1.09E-06,-1.35E-06,4.34E-06,-5.51E-06,-5.89E-01,1.51E+00,-9.17E-01,1.97E+00,9.45E-06,-9.02E-01,-9.43E-06,
681,-2.20E-05,2.25E-05,4.05E-06,-4.34E-06,1.80E-05,-1.82E-05,3.17E-01,1.01E+00,1.89E-01,-6.83E-06,6.97E-06,1.21E-06,-1.30E-06,5.30E-06,-5.35E-06,-6.14E-01,1.51E+00,-8.95E-01,1.99E+00,1.01E-05,-7.96E-01,-1.01E-05,
682,-2.08E-05,2.57E-05,3.35E-06,-4.47E-06,1.75E-05,-2.13E-05,3.10E-01,1.01E+00,1.96E-01,-6.45E-06,7.97E-06,1.00E-06,-1.34E-06,5.15E-06,-6.27E-06,-6.36E-01,1.51E+00,-8.76E-01,2.00E+00,1.07E-05,-8.90E-01,-1.07E-05,
683,-1.85E-05,2.29E-05,2.85E-06,-3.59E-06,1.57E-05,-1.93E-05,3.03E-01,1.01E+00,2.01E-01,-5.75E-06,7.09E-06,8.51E-07,-1.07E-06,4.63E-06,-5.69E-06,-6.54E-01,1.51E+00,-8.59E-01,2.02E+00,9.60E-06,-8.90E-01,-9.58E-06,
684,-2.23E-05,2.25E-05,3.06E-06,-3.40E-06,1.93E-05,-1.91E-05,2.98E-01,1.01E+00,2.06E-01,-6.92E-06,6.98E-06,9.16E-07,-1.02E-06,5.68E-06,-5.64E-06,-6.69E-01,1.51E+00,-8.45E-01,2.03E+00,1.04E-05,-7.90E-01,-1.04E-05,
685,-2.16E-05,2.57E-05,2.52E-06,-3.35E-06,1.91E-05,-2.24E-05,2.95E-01,1.01E+00,2.09E-01,-6.69E-06,7.96E-06,7.53E-07,-1.00E-06,5.63E-06,-6.59E-06,-6.80E-01,1.52E+00,-8.35E-01,2.04E+00,1.10E-05,-8.72E-01,-1.10E-05,
686,-1.74E-05,2.48E-05,1.78E-06,-2.77E-06,1.56E-05,-2.20E-05,2.92E-01,1.01E+00,2.11E-01,-5.40E-06,7.67E-06,5.33E-07,-8.27E-07,4.61E-06,-6.49E-06,-6.87E-01,1.52E+00,-8.28E-01,2.04E+00,9.97E-06,-9.58E-01,-9.91E-06,
687,-2.10E-05,2.11E-05,1.94E-06,-2.01E-06,1.91E-05,-1.91E-05,2.92E-01,1.01E+00,2.11E-01,-6.52E-06,6.53E-06,5.78E-07,-6.00E-07,5.63E-06,-5.62E-06,-6.88E-01,1.52E+00,-8.28E-01,2.04E+00,9.81E-06,-7.87E-01,-9.80E-06,
688,-2.12E-05,2.55E-05,1.66E-06,-2.25E-06,1.95E-05,-2.32E-05,2.94E-01,1.01E+00,2.09E-01,-6.55E-06,7.89E-06,4.96E-07,-6.73E-07,5.75E-06,-6.84E-06,-6.81E-01,1.52E+00,-8.34E-01,2.04E+00,1.09E-05,-8.77E-01,-1.09E-05,
689,-1.74E-05,2.37E-05,1.16E-06,-1.79E-06,1.63E-05,-2.19E-05,2.99E-01,1.01E+00,2.05E-01,-5.40E-06,7.34E-06,3.48E-07,-5.34E-07,4.79E-06,-6.46E-06,-6.67E-01,1.51E+00,-8.47E-01,2.03E+00,9.62E-06,-9.36E-01,-9.57E-06,
690,-2.12E-05,2.11E-05,1.48E-06,-1.45E-06,1.97E-05,-1.96E-05,3.06E-01,1.01E+00,1.99E-01,-6.56E-06,6.54E-06,4.41E-07,-4.33E-07,5.80E-06,-5.79E-06,-6.48E-01,1.51E+00,-8.65E-01,2.01E+00,9.71E-06,-7.84E-01,-9.69E-06,
691,-2.09E-05,2.41E-05,1.42E-06,-1.72E-06,1.94E-05,-2.24E-05,3.13E-01,1.01E+00,1.93E-01,-6.46E-06,7.47E-06,4.25E-07,-5.13E-07,5.73E-06,-6.61E-06,-6.27E-01,1.51E+00,-8.84E-01,2.00E+00,1.03E-05,-8.58E-01,-1.03E-05,
692,-1.78E-05,2.31E-05,1.13E-06,-1.67E-06,1.67E-05,-2.14E-05,3.20E-01,1.01E+00,1.87E-01,-5.52E-06,7.16E-06,3.37E-07,-4.99E-07,4.92E-06,-6.32E-06,-6.06E-01,1.51E+00,-9.02E-01,1.98E+00,9.35E-06,-9.14E-01,-9.33E-06,
693,-2.05E-05,2.20E-05,1.47E-06,-1.59E-06,1.90E-05,-2.04E-05,3.26E-01,1.01E+00,1.82E-01,-6.34E-06,6.81E-06,4.38E-07,-4.74E-07,5.61E-06,-6.02E-06,-5.87E-01,1.51E+00,-9.18E-01,1.97E+00,9.58E-06,-8.21E-01,-9.58E-06,
694,-2.00E-05,2.40E-05,1.69E-06,-1.91E-06,1.83E-05,-2.21E-05,3.31E-01,1.01E+00,1.77E-01,-6.20E-06,7.45E-06,5.04E-07,-5.71E-07,5.40E-06,-6.52E-06,-5.72E-01,1.50E+00,-9.32E-01,1.96E+00,9.93E-06,-8.76E-01,-9.92E-06,
695,-1.88E-05,2.34E-05,1.75E-06,-2.26E-06,1.71E-05,-2.11E-05,3.36E-01,1.00E+00,1.74E-01,-5.83E-06,7.25E-06,5.23E-07,-6.74E-07,5.03E-06,-6.23E-06,-5.59E-01,1.50E+00,-9.42E-01,1.95E+00,9.50E-06,-8.94E-01,-9.49E-06,
696,-1.95E-05,2.21E-05,1.81E-06,-2.31E-06,1.77E-05,-1.98E-05,3.38E-01,1.00E+00,1.72E-01,-6.05E-06,6.86E-06,5.42E-07,-6.91E-07,5.23E-06,-5.84E-06,-5.52E-01,1.50E+00,-9.49E-01,1.94E+00,9.33E-06,-8.47E-01,-9.32E-06,
697,-1.98E-05,2.30E-05,2.23E-06,-2.53E-06,1.75E-05,-2.05E-05,3.40E-01,1.00E+00,1.71E-01,-6.12E-06,7.13E-06,6.66E-07,-7.56E-07,5.17E-06,-6.04E-06,-5.48E-01,1.50E+00,-9.52E-01,1.94E+00,9.57E-06,-8.62E-01,-9.57E-06,
698,-2.01E-05,2.29E-05,2.55E-06,-2.98E-06,1.76E-05,-1.99E-05,3.40E-01,1.00E+00,1.71E-01,-6.23E-06,7.10E-06,7.62E-07,-8.89E-07,5.18E-06,-5.88E-06,-5.46E-01,1.50E+00,-9.53E-01,1.94E+00,9.62E-06,-8.50E-01,-9.62E-06,
699,-2.01E-05,2.33E-05,2.51E-06,-3.25E-06,1.76E-05,-2.00E-05,3.40E-01,1.00E+00,1.71E-01,-6.24E-06,7.21E-06,7.51E-07,-9.70E-07,5.19E-06,-5.91E-06,-5.48E-01,1.50E+00,-9.52E-01,1.94E+00,9.71E-06,-8.58E-01,-9.71E-06,
700,-2.04E-05,2.31E-05,2.84E-06,-3.26E-06,1.76E-05,-1.98E-05,3.39E-01,1.00E+00,1.71E-01,-6.33E-06,7.14E-06,8.50E-07,-9.75E-07,5.19E-06,-5.83E-06,-5.49E-01,1.50E+00,-9.51E-01,1.94E+00,9.73E-06,-8.45E-01,-9.73E-06,
701,-1.94E-05,2.40E-05,2.84E-06,-3.61E-06,1.66E-05,-2.04E-05,3.39E-01,1.00E+00,1.71E-01,-6.01E-06,7.44E-06,8.48E-07,-1.08E-06,4.88E-06,-6.01E-06,-5.49E-01,1.50E+00,-9.51E-01,1.94E+00,9.74E-06,-8.91E-01,-9.73E-06,
702,-1.98E-05,2.26E-05,2.91E-06,-3.54E-06,1.69E-05,-1.91E-05,3.40E-01,1.00E+00,1.70E-01,-6.12E-06,7.00E-06,8.68E-07,-1.06E-06,4.97E-06,-5.62E-06,-5.46E-01,1.50E+00,-9.53E-01,1.94E+00,9.47E-06,-8.52E-01,-9.47E-06,
703,-2.03E-05,2.27E-05,3.09E-06,-3.56E-06,1.72E-05,-1.91E-05,3.43E-01,1.00E+00,1.69E-01,-6.30E-06,7.02E-06,9.22E-07,-1.06E-06,5.08E-06,-5.63E-06,-5.39E-01,1.50E+00,-9.59E-01,1.93E+00,9.58E-06,-8.40E-01,-9.58E-06,
704,-2.01E-05,2.37E-05,3.15E-06,-3.84E-06,1.70E-05,-1.99E-05,3.48E-01,1.00E+00,1.65E-01,-6.24E-06,7.35E-06,9.41E-07,-1.15E-06,5.01E-06,-5.86E-06,-5.24E-01,1.50E+00,-9.72E-01,1.92E+00,9.76E-06,-8.67E-01,-9.76E-06,
705,-1.89E-05,2.31E-05,2.94E-06,-3.87E-06,1.60E-05,-1.92E-05,3.55E-01,1.00E+00,1.58E-01,-5.86E-06,7.16E-06,8.78E-07,-1.16E-06,4.71E-06,-5.67E-06,-5.01E-01,1.49E+00,-9.91E-01,1.91E+00,9.32E-06,-8.85E-01,-9.31E-06,
706,-2.14E-05,2.23E-05,3.46E-06,-3.75E-06,1.79E-05,-1.85E-05,3.66E-01,1.00E+00,1.51E-01,-6.63E-06,6.90E-06,1.03E-06,-1.12E-06,5.29E-06,-5.46E-06,-4.71E-01,1.49E+00,-1.01E+00,1.89E+00,9.57E-06,-8.05E-01,-9.57E-06,
707,-2.10E-05,2.47E-05,3.67E-06,-4.39E-06,1.73E-05,-2.03E-05,3.78E-01,9.98E-01,1.42E-01,-6.51E-06,7.65E-06,1.10E-06,-1.31E-06,5.11E-06,-5.98E-06,-4.35E-01,1.48E+00,-1.04E+00,1.86E+00,9.97E-06,-8.66E-01,-9.97E-06,
708,-1.77E-05,2.42E-05,3.14E-06,-4.61E-06,1.46E-05,-1.96E-05,3.90E-01,9.95E-01,1.33E-01,-5.49E-06,7.49E-06,9.39E-07,-1.38E-06,4.29E-06,-5.76E-06,-3.98E-01,1.47E+00,-1.07E+00,1.84E+00,9.16E-06,-9.39E-01,-9.11E-06,
709,-1.94E-05,2.22E-05,3.61E-06,-4.41E-06,1.58E-05,-1.78E-05,4.03E-01,9.92E-01,1.24E-01,-6.02E-06,6.87E-06,1.08E-06,-1.32E-06,4.66E-06,-5.24E-06,-3.61E-01,1.46E+00,-1.10E+00,1.81E+00,8.96E-06,-8.52E-01,-8.96E-06,
710,-2.03E-05,2.48E-05,4.40E-06,-5.24E-06,1.59E-05,-1.96E-05,4.14E-01,9.88E-01,1.17E-01,-6.29E-06,7.69E-06,1.31E-06,-1.56E-06,4.69E-06,-5.78E-06,-3.28E-01,1.45E+00,-1.12E+00,1.79E+00,9.70E-06,-8.85E-01,-9.69E-06,
711,-1.81E-05,2.38E-05,4.10E-06,-5.67E-06,1.40E-05,-1.82E-05,4.23E-01,9.86E-01,1.11E-01,-5.62E-06,7.38E-06,1.23E-06,-1.69E-06,4.14E-06,-5.35E-06,-3.00E-01,1.44E+00,-1.14E+00,1.77E+00,9.02E-06,-9.20E-01,-8.99E-06,
712,-1.94E-05,2.28E-05,4.55E-06,-5.68E-06,1.49E-05,-1.71E-05,4.30E-01,9.84E-01,1.06E-01,-6.01E-06,7.06E-06,1.36E-06,-1.70E-06,4.38E-06,-5.04E-06,-2.80E-01,1.43E+00,-1.15E+00,1.76E+00,9.00E-06,-8.65E-01,-9.00E-06,
713,-2.02E-05,2.36E-05,5.39E-06,-6.06E-06,1.48E-05,-1.76E-05,4.34E-01,9.82E-01,1.04E-01,-6.27E-06,7.32E-06,1.61E-06,-1.81E-06,4.38E-06,-5.18E-06,-2.67E-01,1.43E+00,-1.16E+00,1.75E+00,9.34E-06,-8.63E-01,-9.34E-06,
714,-1.94E-05,2.43E-05,5.68E-06,-6.97E-06,1.37E-05,-1.73E-05,4.38E-01,9.81E-01,1.02E-01,-6.00E-06,7.53E-06,1.70E-06,-2.08E-06,4.03E-06,-5.11E-06,-2.57E-01,1.43E+00,-1.17E+00,1.74E+00,9.32E-06,-8.98E-01,-9.31E-06,
715,-1.95E-05,2.36E-05,5.73E-06,-7.20E-06,1.38E-05,-1.64E-05,4.40E-01,9.80E-01,9.99E-02,-6.05E-06,7.30E-06,1.71E-06,-2.15E-06,4.07E-06,-4.83E-06,-2.50E-01,1.42E+00,-1.17E+00,1.74E+00,9.17E-06,-8.79E-01,-9.17E-06,
716,-1.99E-05,2.36E-05,6.29E-06,-7.28E-06,1.36E-05,-1.64E-05,4.43E-01,9.79E-01,9.84E-02,-6.17E-06,7.33E-06,1.88E-06,-2.18E-06,4.02E-06,-4.82E-06,-2.42E-01,1.42E+00,-1.18E+00,1.73E+00,9.26E-06,-8.70E-01,-9.26E-06,
717,-1.94E-05,2.47E-05,6.54E-06,-8.17E-06,1.29E-05,-1.65E-05,4.46E-01,9.78E-01,9.64E-02,-6.02E-06,7.65E-06,1.96E-06,-2.44E-06,3.80E-06,-4.87E-06,-2.32E-01,1.42E+00,-1.18E+00,1.72E+00,9.41E-06,-9.04E-01,-9.39E-06,
718,-1.95E-05,2.25E-05,6.54E-06,-7.78E-06,1.30E-05,-1.47E-05,4.50E-01,9.77E-01,9.40E-02,-6.05E-06,6.98E-06,1.95E-06,-2.33E-06,3.83E-06,-4.35E-06,-2.21E-01,1.41E+00,-1.19E+00,1.72E+00,8.92E-06,-8.56E-01,-8.92E-06,
719,-2.14E-05,2.29E-05,7.40E-06,-7.97E-06,1.40E-05,-1.49E-05,4.55E-01,9.75E-01,9.13E-02,-6.61E-06,7.09E-06,2.21E-06,-2.38E-06,4.11E-06,-4.40E-06,-2.07E-01,1.41E+00,-1.20E+00,1.71E+00,9.35E-06,-8.20E-01,-9.34E-06,
720,-1.96E-05,2.50E-05,7.06E-06,-9.00E-06,1.25E-05,-1.60E-05,4.60E-01,9.73E-01,8.83E-02,-6.06E-06,7.75E-06,2.11E-06,-2.69E-06,3.68E-06,-4.72E-06,-1.92E-01,1.40E+00,-1.21E+00,1.70E+00,9.47E-06,-9.07E-01,-9.45E-06,
721,-1.94E-05,2.32E-05,7.01E-06,-8.56E-06,1.24E-05,-1.46E-05,4.65E-01,9.71E-01,8.51E-02,-6.02E-06,7.18E-06,2.09E-06,-2.56E-06,3.67E-06,-4.31E-06,-1.75E-01,1.39E+00,-1.22E+00,1.69E+00,9.02E-06,-8.73E-01,-9.01E-06,
722,-2.28E-05,2.37E-05,8.48E-06,-8.83E-06,1.43E-05,-1.49E-05,4.71E-01,9.69E-01,8.19E-02,-7.06E-06,7.34E-06,2.53E-06,-2.64E-06,4.22E-06,-4.38E-06,-1.58E-01,1.39E+00,-1.23E+00,1.68E+00,9.79E-06,-8.05E-01,-9.78E-06,
723,-2.02E-05,2.72E-05,7.69E-06,-1.04E-05,1.25E-05,-1.68E-05,4.76E-01,9.67E-01,7.89E-02,-6.27E-06,8.41E-06,2.30E-06,-3.10E-06,3.70E-06,-4.95E-06,-1.42E-01,1.38E+00,-1.24E+00,1.66E+00,1.01E-05,-9.31E-01,-1.00E-05,
724,-1.85E-05,2.41E-05,7.11E-06,-9.44E-06,1.14E-05,-1.46E-05,4.81E-01,9.65E-01,7.63E-02,-5.72E-06,7.46E-06,2.13E-06,-2.82E-06,3.35E-06,-4.32E-06,-1.28E-01,1.38E+00,-1.25E+00,1.66E+00,9.02E-06,-9.17E-01,-9.00E-06,
725,-2.21E-05,2.26E-05,8.66E-06,-9.00E-06,1.34E-05,-1.36E-05,4.85E-01,9.63E-01,7.39E-02,-6.84E-06,6.99E-06,2.59E-06,-2.69E-06,3.96E-06,-4.00E-06,-1.15E-01,1.37E+00,-1.25E+00,1.65E+00,9.38E-06,-7.96E-01,-9.37E-06,
726,-2.12E-05,2.73E-05,8.54E-06,-1.11E-05,1.27E-05,-1.62E-05,4.89E-01,9.62E-01,7.19E-02,-6.57E-06,8.47E-06,2.55E-06,-3.32E-06,3.73E-06,-4.78E-06,-1.04E-01,1.37E+00,-1.26E+00,1.64E+00,1.03E-05,-9.11E-01,-1.02E-05,
727,-1.81E-05,2.35E-05,7.47E-06,-9.81E-06,1.07E-05,-1.37E-05,4.93E-01,9.60E-01,7.00E-02,-5.61E-06,7.28E-06,2.23E-06,-2.93E-06,3.14E-06,-4.04E-06,-9.34E-02,1.36E+00,-1.27E+00,1.63E+00,8.81E-06,-9.14E-01,-8.79E-06,
728,-2.30E-05,2.37E-05,9.61E-06,-9.99E-06,1.33E-05,-1.37E-05,4.96E-01,9.59E-01,6.82E-02,-7.11E-06,7.34E-06,2.87E-06,-2.98E-06,3.93E-06,-4.04E-06,-8.32E-02,1.36E+00,-1.27E+00,1.63E+00,9.79E-06,-8.02E-01,-9.79E-06,
729,-2.15E-05,2.72E-05,9.18E-06,-1.17E-05,1.23E-05,-1.55E-05,5.00E-01,9.57E-01,6.64E-02,-6.65E-06,8.43E-06,2.74E-06,-3.49E-06,3.62E-06,-4.58E-06,-7.24E-02,1.35E+00,-1.28E+00,1.62E+00,1.03E-05,-9.03E-01,-1.03E-05,
730,-1.88E-05,2.40E-05,8.16E-06,-1.06E-05,1.06E-05,-1.34E-05,5.04E-01,9.55E-01,6.39E-02,-5.82E-06,7.43E-06,2.44E-06,-3.17E-06,3.13E-06,-3.94E-06,-5.82E-02,1.34E+00,-1.29E+00,1.61E+00,9.04E-06,-9.06E-01,-9.02E-06,
731,-2.24E-05,2.31E-05,9.83E-06,-1.03E-05,1.26E-05,-1.28E-05,5.11E-01,9.52E-01,6.04E-02,-6.93E-06,7.16E-06,2.94E-06,-3.09E-06,3.70E-06,-3.77E-06,-3.69E-02,1.33E+00,-1.30E+00,1.60E+00,9.54E-06,-8.01E-01,-9.53E-06,
732,-2.07E-05,2.49E-05,9.43E-06,-1.13E-05,1.13E-05,-1.36E-05,5.20E-01,9.48E-01,5.60E-02,-6.42E-06,7.70E-06,2.82E-06,-3.36E-06,3.33E-06,-4.01E-06,-1.02E-02,1.32E+00,-1.31E+00,1.58E+00,9.60E-06,-8.76E-01,-9.60E-06,
733,-2.06E-05,2.42E-05,9.51E-06,-1.14E-05,1.11E-05,-1.28E-05,5.29E-01,9.44E-01,5.19E-02,-6.39E-06,7.51E-06,2.84E-06,-3.41E-06,3.28E-06,-3.78E-06,1.60E-02,1.31E+00,-1.32E+00,1.56E+00,9.45E-06,-8.65E-01,-9.44E-06,
734,-2.08E-05,2.50E-05,9.63E-06,-1.19E-05,1.11E-05,-1.31E-05,5.36E-01,9.40E-01,4.85E-02,-6.43E-06,7.74E-06,2.88E-06,-3.56E-06,3.28E-06,-3.85E-06,3.81E-02,1.30E+00,-1.34E+00,1.55E+00,9.65E-06,-8.78E-01,-9.64E-06,
735,-1.91E-05,2.48E-05,9.13E-06,-1.19E-05,1.00E-05,-1.29E-05,5.41E-01,9.37E-01,4.63E-02,-5.93E-06,7.68E-06,2.73E-06,-3.56E-06,2.95E-06,-3.80E-06,5.25E-02,1.29E+00,-1.34E+00,1.54E+00,9.30E-06,-9.13E-01,-9.28E-06,
736,-2.07E-05,2.17E-05,1.02E-05,-1.08E-05,1.05E-05,-1.10E-05,5.43E-01,9.37E-01,4.57E-02,-6.42E-06,6.73E-06,3.05E-06,-3.21E-06,3.10E-06,-3.24E-06,5.70E-02,1.29E+00,-1.34E+00,1.53E+00,8.93E-06,-8.09E-01,-8.92E-06,
737,-2.35E-05,2.50E-05,1.16E-05,-1.26E-05,1.19E-05,-1.24E-05,5.40E-01,9.38E-01,4.67E-02,-7.27E-06,7.73E-06,3.46E-06,-3.76E-06,3.51E-06,-3.65E-06,5.00E-02,1.29E+00,-1.34E+00,1.54E+00,1.02E-05,-8.16E-01,-1.02E-05,
738,-1.87E-05,2.58E-05,9.44E-06,-1.31E-05,9.25E-06,-1.28E-05,5.35E-01,9.41E-01,4.92E-02,-5.79E-06,8.01E-06,2.82E-06,-3.91E-06,2.73E-06,-3.76E-06,3.32E-02,1.30E+00,-1.33E+00,1.55E+00,9.47E-06,-9.45E-01,-9.42E-06,
739,-2.10E-05,2.20E-05,1.07E-05,-1.14E-05,1.03E-05,-1.06E-05,5.26E-01,9.45E-01,5.30E-02,-6.52E-06,6.83E-06,3.20E-06,-3.41E-06,3.04E-06,-3.14E-06,8.52E-03,1.31E+00,-1.32E+00,1.57E+00,9.04E-06,-8.09E-01,-9.04E-06,
740,-2.23E-05,2.50E-05,1.13E-05,-1.28E-05,1.10E-05,-1.21E-05,5.16E-01,9.50E-01,5.83E-02,-6.92E-06,7.73E-06,3.38E-06,-3.84E-06,3.25E-06,-3.57E-06,-2.41E-02,1.33E+00,-1.30E+00,1.59E+00,9.94E-06,-8.41E-01,-9.94E-06,
741,-2.00E-05,2.50E-05,1.02E-05,-1.28E-05,9.76E-06,-1.22E-05,5.03E-01,9.56E-01,6.46E-02,-6.18E-06,7.73E-06,3.04E-06,-3.82E-06,2.88E-06,-3.59E-06,-6.20E-02,1.35E+00,-1.28E+00,1.61E+00,9.49E-06,-8.96E-01,-9.47E-06,
742,-2.13E-05,2.41E-05,1.06E-05,-1.23E-05,1.07E-05,-1.18E-05,4.89E-01,9.61E-01,7.16E-02,-6.59E-06,7.46E-06,3.17E-06,-3.67E-06,3.15E-06,-3.48E-06,-1.03E-01,1.36E+00,-1.26E+00,1.64E+00,9.55E-06,-8.48E-01,-9.55E-06,
743,-2.16E-05,2.47E-05,1.05E-05,-1.21E-05,1.10E-05,-1.26E-05,4.76E-01,9.67E-01,7.91E-02,-6.68E-06,7.65E-06,3.14E-06,-3.63E-06,3.25E-06,-3.71E-06,-1.44E-01,1.38E+00,-1.24E+00,1.67E+00,9.76E-06,-8.53E-01,-9.76E-06,
744,-2.10E-05,2.37E-05,1.02E-05,-1.14E-05,1.08E-05,-1.22E-05,4.62E-01,9.72E-01,8.67E-02,-6.50E-06,7.33E-06,3.05E-06,-3.41E-06,3.17E-06,-3.61E-06,-1.84E-01,1.40E+00,-1.21E+00,1.69E+00,9.44E-06,-8.46E-01,-9.44E-06,
745,-2.25E-05,2.42E-05,1.05E-05,-1.15E-05,1.20E-05,-1.27E-05,4.50E-01,9.77E-01,9.39E-02,-6.97E-06,7.49E-06,3.14E-06,-3.44E-06,3.54E-06,-3.73E-06,-2.20E-01,1.41E+00,-1.19E+00,1.72E+00,9.88E-06,-8.21E-01,-9.88E-06,
746,-2.21E-05,2.65E-05,9.62E-06,-1.20E-05,1.25E-05,-1.45E-05,4.39E-01,9.80E-01,1.00E-01,-6.85E-06,8.20E-06,2.87E-06,-3.57E-06,3.68E-06,-4.27E-06,-2.51E-01,1.42E+00,-1.17E+00,1.74E+00,1.03E-05,-8.75E-01,-1.03E-05,
747,-1.92E-05,2.51E-05,8.18E-06,-1.06E-05,1.10E-05,-1.45E-05,4.31E-01,9.83E-01,1.05E-01,-5.95E-06,7.78E-06,2.45E-06,-3.18E-06,3.25E-06,-4.27E-06,-2.76E-01,1.43E+00,-1.16E+00,1.75E+00,9.52E-06,-9.18E-01,-9.49E-06,
748,-2.24E-05,2.31E-05,9.24E-06,-9.60E-06,1.31E-05,-1.35E-05,4.25E-01,9.85E-01,1.09E-01,-6.93E-06,7.16E-06,2.76E-06,-2.87E-06,3.87E-06,-3.98E-06,-2.94E-01,1.44E+00,-1.14E+00,1.77E+00,9.69E-06,-8.02E-01,-9.69E-06,
749,-2.13E-05,2.70E-05,8.10E-06,-1.06E-05,1.32E-05,-1.63E-05,4.21E-01,9.86E-01,1.12E-01,-6.60E-06,8.35E-06,2.42E-06,-3.18E-06,3.89E-06,-4.81E-06,-3.05E-01,1.44E+00,-1.14E+00,1.77E+00,1.04E-05,-9.02E-01,-1.03E-05,
750,-2.04E-05,2.51E-05,7.61E-06,-9.28E-06,1.27E-05,-1.58E-05,4.19E-01,9.86E-01,1.13E-01,-6.31E-06,7.78E-06,2.27E-06,-2.77E-06,3.76E-06,-4.67E-06,-3.11E-01,1.44E+00,-1.13E+00,1.78E+00,9.76E-06,-8.90E-01,-9.75E-06,
